,ALT_GEO_CODE,CENSUS_YEAR,DATA_QUALITY_FLAG,GEO_CODE,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,Member ID: Profile of Census Tracts (2247),Profile_of_Census_Tracts,Total-Sex,area,average,format_CODE,percentage,higer/lower,absolute
115,535009500,2016,101,,5350095,2,95,4.8,7.6,742,Median total income of households in 2015 ($),66261,Toronto,78373,5350095.00,-15.45%,lower,15.45%
280,535023601,2016,0,,5350236.01,2,236.01,4.1,5.6,742,Median total income of households in 2015 ($),66270,Toronto,78373,5350236.01,-15.44%,lower,15.44%
687,535042005,2016,0,,5350420.05,2,420.05,2.7,5,742,Median total income of households in 2015 ($),66270,Toronto,78373,5350420.05,-15.44%,lower,15.44%
36,568010204,2016,929,5680102.04,,2,102.04,9.3,21.5,742,Median total income of households in 2015 ($),66304,Barrie,80788,5680102.04,-17.93%,lower,17.93%
42,539020200,2016,0,5390202,,2,202,3.2,5.4,742,Median total income of households in 2015 ($),66304,St. Catharines - Niagara,63001,5390202.00,5.24%,higher,5.24%
28,568001502,2016,101,5680015.02,,2,15.02,7.8,5.5,742,Median total income of households in 2015 ($),66347,Barrie,80788,5680015.02,-17.88%,lower,17.88%
306,535024904,2016,0,,5350249.04,2,249.04,2.7,2.6,742,Median total income of households in 2015 ($),66458,Toronto,78373,5350249.04,-15.20%,lower,15.20%
377,535030000,2016,1,,5350300,2,300,3.1,5.3,742,Median total income of households in 2015 ($),66560,Toronto,78373,5350300.00,-15.07%,lower,15.07%
517,535037003,2016,0,,5350370.03,2,370.03,2.3,4.3,742,Median total income of households in 2015 ($),66603,Toronto,78373,5350370.03,-15.02%,lower,15.02%
8,541000206,2016,1,5410002.06,,2,2.06,2.9,6.7,742,Median total income of households in 2015 ($),66624,Kitchener - Cambridge - Waterloo,77229,5410002.06,-13.73%,lower,13.73%
961,535057501,2016,1,,5350575.01,2,575.01,3.1,8,742,Median total income of households in 2015 ($),66739,Toronto,78373,5350575.01,-14.84%,lower,14.84%
917,535053201,2016,0,,5350532.01,2,532.01,3.2,2.9,742,Median total income of households in 2015 ($),66759,Toronto,78373,5350532.01,-14.82%,lower,14.82%
96,535007800,2016,0,,5350078,2,78,3.9,3.8,742,Median total income of households in 2015 ($),66816,Toronto,78373,5350078.00,-14.75%,lower,14.75%
13,550000500,2016,0,5500005,,2,5,3.3,3.5,742,Median total income of households in 2015 ($),66816,Guelph,81223,5500005.00,-17.74%,lower,17.74%
41,537002400,2016,0,5370024,,,24,2.5,1,742,Median total income of households in 2015 ($),66853,Hamilton,75464,5370024.00,-11.41%,lower,11.41%
506,535036401,2016,0,,5350364.01,2,364.01,5.5,3.2,742,Median total income of households in 2015 ($),66859,Toronto,78373,5350364.01,-14.69%,lower,14.69%
406,535031002,2016,0,,5350310.02,2,310.02,3.1,4.2,742,Median total income of households in 2015 ($),66901,Toronto,78373,5350310.02,-14.64%,lower,14.64%
479,535035302,2016,0,,5350353.02,2,353.02,2.4,6.1,742,Median total income of households in 2015 ($),66912,Toronto,78373,5350353.02,-14.62%,lower,14.62%
92,539033300,2016,0,5390333,,2,333,3.5,3.7,742,Median total income of households in 2015 ($),66970,St. Catharines - Niagara,63001,5390333.00,6.30%,higher,6.30%
603,535040119,2016,1,,5350401.19,2,401.19,1.8,7.9,742,Median total income of households in 2015 ($),66993,Toronto,78373,5350401.19,-14.52%,lower,14.52%
123,535010000,2016,100,,5350100,2,100,7.1,4.5,742,Median total income of households in 2015 ($),67008,Toronto,78373,5350100.00,-14.50%,lower,14.50%
814,535051608,2016,0,,5350516.08,2,516.08,2.6,3.6,742,Median total income of households in 2015 ($),67008,Toronto,78373,5350516.08,-14.50%,lower,14.50%
141,535011500,2016,0,,5350115,2,115,8.1,2.3,742,Median total income of households in 2015 ($),67029,Toronto,78373,5350115.00,-14.47%,lower,14.47%
192,535016500,2016,0,,5350165,2,165,3.4,4.5,742,Median total income of households in 2015 ($),67029,Toronto,78373,5350165.00,-14.47%,lower,14.47%
928,535056205,2016,1,,5350562.05,2,562.05,3.2,6.2,742,Median total income of households in 2015 ($),67061,Toronto,78373,5350562.05,-14.43%,lower,14.43%
424,535031601,2016,0,,5350316.01,2,316.01,5.7,7,742,Median total income of households in 2015 ($),67072,Toronto,78373,5350316.01,-14.42%,lower,14.42%
189,537030200,2016,0,5370302,,,302,3,3.1,742,Median total income of households in 2015 ($),67142,Hamilton,75464,5370302.00,-11.03%,lower,11.03%
110,535009101,2016,1101,,5350091.01,2,91.01,11.2,7,742,Median total income of households in 2015 ($),67145,Toronto,78373,5350091.01,-14.33%,lower,14.33%
418,535031300,2016,1,,5350313,2,313,3,7,742,Median total income of households in 2015 ($),67157,Toronto,78373,5350313.00,-14.31%,lower,14.31%
86,539032300,2016,0,5390323,,2,323,2.4,4.5,742,Median total income of households in 2015 ($),67186,St. Catharines - Niagara,63001,5390323.00,6.64%,higher,6.64%
15,535001201,2016,101,,5350012.01,2,12.01,5,5.1,742,Median total income of households in 2015 ($),67193,Toronto,78373,5350012.01,-14.27%,lower,14.27%
598,535040113,2016,0,,5350401.13,2,401.13,1.8,3.7,742,Median total income of households in 2015 ($),67200,Toronto,78373,5350401.13,-14.26%,lower,14.26%
870,535052703,2016,0,,5350527.03,2,527.03,3.6,2.7,742,Median total income of households in 2015 ($),67243,Toronto,78373,5350527.03,-14.20%,lower,14.20%
545,535037704,2016,0,,5350377.04,2,377.04,1.7,3,742,Median total income of households in 2015 ($),67398,Toronto,78373,5350377.04,-14.00%,lower,14.00%
27,539001801,2016,0,5390018.01,,2,18.01,5.4,3.3,742,Median total income of households in 2015 ($),67541,St. Catharines - Niagara,63001,5390018.01,7.21%,higher,7.21%
114,535009400,2016,0,,5350094,2,94,3.6,3.1,742,Median total income of households in 2015 ($),67584,Toronto,78373,5350094.00,-13.77%,lower,13.77%
392,535030503,2016,0,,5350305.03,2,305.03,3.6,4.7,742,Median total income of households in 2015 ($),67584,Toronto,78373,5350305.03,-13.77%,lower,13.77%
552,535037806,2016,0,,5350378.06,2,378.06,2.3,4.4,742,Median total income of households in 2015 ($),67621,Toronto,78373,5350378.06,-13.72%,lower,13.72%
186,535015902,2016,0,,5350159.02,2,159.02,3.1,5.2,742,Median total income of households in 2015 ($),67635,Toronto,78373,5350159.02,-13.70%,lower,13.70%
136,535011000,2016,101,,5350110,2,110,3.2,4.8,742,Median total income of households in 2015 ($),67669,Toronto,78373,5350110.00,-13.66%,lower,13.66%
532,535037605,2016,0,,5350376.05,2,376.05,1.9,2.5,742,Median total income of households in 2015 ($),67776,Toronto,78373,5350376.05,-13.52%,lower,13.52%
4,532000203,2016,0,5320002.03,,2,2.03,2.5,4.1,742,Median total income of households in 2015 ($),67776,Oshawa,85697,5320002.03,-20.91%,lower,20.91%
766,535047500,2016,1,,5350475,2,475,4.5,9,742,Median total income of households in 2015 ($),67793,Toronto,78373,5350475.00,-13.50%,lower,13.50%
1029,535059201,2016,0,,5350592.01,2,592.01,2.7,2.7,742,Median total income of households in 2015 ($),67840,Toronto,78373,5350592.01,-13.44%,lower,13.44%
54,541010300,2016,0,5410103,,2,103,3.3,3.9,742,Median total income of households in 2015 ($),67887,Kitchener - Cambridge - Waterloo,77229,5410103.00,-12.10%,lower,12.10%
98,537007300,2016,1,5370073,,,73,5.4,5.2,742,Median total income of households in 2015 ($),67925,Hamilton,75464,5370073.00,-9.99%,lower,9.99%
20,539001402,2016,0,5390014.02,,2,14.02,3.3,5.6,742,Median total income of households in 2015 ($),67925,St. Catharines - Niagara,63001,5390014.02,7.82%,higher,7.82%
16,537000303,2016,0,5370003.03,,,3.03,2.3,6.2,742,Median total income of households in 2015 ($),67936,Hamilton,75464,5370003.03,-9.98%,lower,9.98%
22,532000905,2016,0,5320009.05,,2,9.05,2.7,4.2,742,Median total income of households in 2015 ($),68039,Oshawa,85697,5320009.05,-20.61%,lower,20.61%
97,537007204,2016,0,5370072.04,,,72.04,2,2,742,Median total income of households in 2015 ($),68133,Hamilton,75464,5370072.04,-9.71%,lower,9.71%
21,537000502,2016,0,5370005.02,,,5.02,2.1,6,742,Median total income of households in 2015 ($),68160,Hamilton,75464,5370005.02,-9.68%,lower,9.68%
42,532010105,2016,0,5320101.05,,2,101.05,3.4,6.1,742,Median total income of households in 2015 ($),68160,Oshawa,85697,5320101.05,-20.46%,lower,20.46%
67,535005500,2016,1,,5350055,2,55,4.2,7.1,742,Median total income of households in 2015 ($),68198,Toronto,78373,5350055.00,-12.98%,lower,12.98%
359,535028800,2016,0,,5350288,2,288,3.3,6.9,742,Median total income of households in 2015 ($),68218,Toronto,78373,5350288.00,-12.96%,lower,12.96%
61,541010702,2016,0,5410107.02,,2,107.02,3.6,3.5,742,Median total income of households in 2015 ($),68224,Kitchener - Cambridge - Waterloo,77229,5410107.02,-11.66%,lower,11.66%
465,535034200,2016,0,,5350342,2,342,3.5,3.9,742,Median total income of households in 2015 ($),68301,Toronto,78373,5350342.00,-12.85%,lower,12.85%
746,535045202,2016,0,,5350452.02,2,452.02,3.8,4.9,742,Median total income of households in 2015 ($),68329,Toronto,78373,5350452.02,-12.82%,lower,12.82%
199,535017000,2016,1,,5350170,2,170,3.1,5.8,742,Median total income of households in 2015 ($),68352,Toronto,78373,5350170.00,-12.79%,lower,12.79%
22,537000503,2016,0,5370005.03,,,5.03,3,3.9,742,Median total income of households in 2015 ($),68437,Hamilton,75464,5370005.03,-9.31%,lower,9.31%
549,535037803,2016,0,,5350378.03,2,378.03,2.3,3.8,742,Median total income of households in 2015 ($),68462,Toronto,78373,5350378.03,-12.65%,lower,12.65%
537,535037612,2016,0,,5350376.12,2,376.12,2.2,2.1,742,Median total income of households in 2015 ($),68466,Toronto,78373,5350376.12,-12.64%,lower,12.64%
849,535052005,2016,0,,5350520.05,2,520.05,2.1,5.5,742,Median total income of households in 2015 ($),68494,Toronto,78373,5350520.05,-12.61%,lower,12.61%
53,541010200,2016,100,5410102,,2,102,6,4,742,Median total income of households in 2015 ($),68651,Kitchener - Cambridge - Waterloo,77229,5410102.00,-11.11%,lower,11.11%
64,537004200,2016,1,5370042,,,42,4.4,8.7,742,Median total income of households in 2015 ($),68681,Hamilton,75464,5370042.00,-8.99%,lower,8.99%
0,543,2016,20000,543,,1,Brantford,3.9,5.3,742,Median total income of households in 2015 ($),68756,Brantford,68756,543.00,0.00%,higher,0.00%
13,537000206,2016,0,5370002.06,,,2.06,6.2,7.1,742,Median total income of households in 2015 ($),68800,Hamilton,75464,5370002.06,-8.83%,lower,8.83%
178,535015300,2016,1,,5350153,2,153,3.6,6.5,742,Median total income of households in 2015 ($),68882,Toronto,78373,5350153.00,-12.11%,lower,12.11%
35,539010202,2016,0,5390102.02,,2,102.02,5.1,4.8,742,Median total income of households in 2015 ($),68966,St. Catharines - Niagara,63001,5390102.02,9.47%,higher,9.47%
31,535002500,2016,0,,5350025,2,25,3.6,1.2,742,Median total income of households in 2015 ($),68974,Toronto,78373,5350025.00,-11.99%,lower,11.99%
71,535005900,2016,101,,5350059,2,59,7.6,9.3,742,Median total income of households in 2015 ($),68978,Toronto,78373,5350059.00,-11.99%,lower,11.99%
32,537001500,2016,0,5370015,,,15,7.4,5.9,742,Median total income of households in 2015 ($),69018,Hamilton,75464,5370015.00,-8.54%,lower,8.54%
31,532001503,2016,0,5320015.03,,2,15.03,3.8,4.1,742,Median total income of households in 2015 ($),69018,Oshawa,85697,5320015.03,-19.46%,lower,19.46%
438,535032102,2016,0,,5350321.02,2,321.02,3,4.7,742,Median total income of households in 2015 ($),69035,Toronto,78373,5350321.02,-11.91%,lower,11.91%
44,539020302,2016,0,5390203.02,,2,203.02,2.1,4.3,742,Median total income of households in 2015 ($),69056,St. Catharines - Niagara,63001,5390203.02,9.61%,higher,9.61%
273,535023002,2016,1,,5350230.02,2,230.02,4.8,7.2,742,Median total income of households in 2015 ($),69073,Toronto,78373,5350230.02,-11.87%,lower,11.87%
36,535002900,2016,0,,5350029,2,29,3.7,2.6,742,Median total income of households in 2015 ($),69120,Toronto,78373,5350029.00,-11.81%,lower,11.81%
58,535004800,2016,1,,5350048,2,48,4.2,4.3,742,Median total income of households in 2015 ($),69120,Toronto,78373,5350048.00,-11.81%,lower,11.81%
24,532001100,2016,0,5320011,,2,11,8.7,1.4,742,Median total income of households in 2015 ($),69140,Oshawa,85697,5320011.00,-19.32%,lower,19.32%
48,535004000,2016,101,,5350040,2,40,3.4,9.9,742,Median total income of households in 2015 ($),69193,Toronto,78373,5350040.00,-11.71%,lower,11.71%
97,541012901,2016,0,5410129.01,,2,129.01,4.5,3.9,742,Median total income of households in 2015 ($),69205,Kitchener - Cambridge - Waterloo,77229,5410129.01,-10.39%,lower,10.39%
52,535004400,2016,101,,5350044,2,44,7,7.8,742,Median total income of households in 2015 ($),69241,Toronto,78373,5350044.00,-11.65%,lower,11.65%
20,568001000,2016,0,5680010,,2,10,6.3,2.4,742,Median total income of households in 2015 ($),69248,Barrie,80788,5680010.00,-14.28%,lower,14.28%
124,535010100,2016,1,,5350101,2,101,4.1,6.3,742,Median total income of households in 2015 ($),69266,Toronto,78373,5350101.00,-11.62%,lower,11.62%
50,535004200,2016,101,,5350042,2,42,4,4.1,742,Median total income of households in 2015 ($),69274,Toronto,78373,5350042.00,-11.61%,lower,11.61%
543,535037702,2016,0,,5350377.02,2,377.02,1.9,1.7,742,Median total income of households in 2015 ($),69297,Toronto,78373,5350377.02,-11.58%,lower,11.58%
17,529001300,2016,0,5290013,,,13,8,4.9,742,Median total income of households in 2015 ($),69376,Peterborough,64777,5290013.00,7.10%,higher,7.10%
15,568000500,2016,1,5680005,,2,5,4.8,6,742,Median total income of households in 2015 ($),69419,Barrie,80788,5680005.00,-14.07%,lower,14.07%
23,550001100,2016,0,5500011,,2,11,5.4,2,742,Median total income of households in 2015 ($),69423,Guelph,81223,5500011.00,-14.53%,lower,14.53%
15,537000302,2016,0,5370003.02,,,3.02,5.1,3.3,742,Median total income of households in 2015 ($),69427,Hamilton,75464,5370003.02,-8.00%,lower,8.00%
14,541000401,2016,0,5410004.01,,2,4.01,3.4,2.9,742,Median total income of households in 2015 ($),69486,Kitchener - Cambridge - Waterloo,77229,5410004.01,-10.03%,lower,10.03%
69,535005700,2016,101,,5350057,2,57,5.5,5.8,742,Median total income of households in 2015 ($),69504,Toronto,78373,5350057.00,-11.32%,lower,11.32%
5,532000301,2016,0,5320003.01,,2,3.01,3.8,5.5,742,Median total income of households in 2015 ($),69516,Oshawa,85697,5320003.01,-18.88%,lower,18.88%
138,535011200,2016,1,,5350112,2,112,3.9,6.1,742,Median total income of households in 2015 ($),69669,Toronto,78373,5350112.00,-11.11%,lower,11.11%
694,535042014,2016,0,,5350420.14,2,420.14,2.6,3.9,742,Median total income of households in 2015 ($),69686,Toronto,78373,5350420.14,-11.08%,lower,11.08%
528,535037505,2016,0,,5350375.05,2,375.05,5,1,742,Median total income of households in 2015 ($),69702,Toronto,78373,5350375.05,-11.06%,lower,11.06%
223,535019100,2016,0,,5350191,2,191,2.8,1.5,742,Median total income of households in 2015 ($),69774,Toronto,78373,5350191.00,-10.97%,lower,10.97%
739,535045101,2016,0,,5350451.01,2,451.01,3.8,2.6,742,Median total income of households in 2015 ($),69786,Toronto,78373,5350451.01,-10.96%,lower,10.96%
469,535034500,2016,0,,5350345,2,345,2.7,3.9,742,Median total income of households in 2015 ($),69803,Toronto,78373,5350345.00,-10.93%,lower,10.93%
70,535005800,2016,101,,5350058,2,58,4.8,6.5,742,Median total income of households in 2015 ($),69837,Toronto,78373,5350058.00,-10.89%,lower,10.89%
155,535012804,2016,0,,5350128.04,2,128.04,4.9,5.6,742,Median total income of households in 2015 ($),69888,Toronto,78373,5350128.04,-10.83%,lower,10.83%
53,537003100,2016,0,5370031,,,31,5.9,6,742,Median total income of households in 2015 ($),69888,Hamilton,75464,5370031.00,-7.39%,lower,7.39%
693,535042013,2016,0,,5350420.13,2,420.13,4.6,2.8,742,Median total income of households in 2015 ($),69931,Toronto,78373,5350420.13,-10.77%,lower,10.77%
28,537001100,2016,1,5370011,,,11,2.8,9.5,742,Median total income of households in 2015 ($),69973,Hamilton,75464,5370011.00,-7.28%,lower,7.28%
82,541012202,2016,0,5410122.02,,2,122.02,2.7,4,742,Median total income of households in 2015 ($),69973,Kitchener - Cambridge - Waterloo,77229,5410122.02,-9.40%,lower,9.40%
37,537002000,2016,0,5370020,,,20,3.1,4.7,742,Median total income of households in 2015 ($),69984,Hamilton,75464,5370020.00,-7.26%,lower,7.26%
14,537000301,2016,0,5370003.01,,,3.01,5.9,4.8,742,Median total income of households in 2015 ($),70048,Hamilton,75464,5370003.01,-7.18%,lower,7.18%
513,535036802,2016,0,,5350368.02,2,368.02,5.2,5.8,742,Median total income of households in 2015 ($),70093,Toronto,78373,5350368.02,-10.56%,lower,10.56%
187,535016000,2016,0,,5350160,2,160,3.9,4.2,742,Median total income of households in 2015 ($),70195,Toronto,78373,5350160.00,-10.43%,lower,10.43%
444,535032402,2016,0,,5350324.02,2,324.02,2.5,0,742,Median total income of households in 2015 ($),70229,Toronto,78373,5350324.02,-10.39%,lower,10.39%
583,535040017,2016,0,,5350400.17,2,400.17,2.2,4.1,742,Median total income of households in 2015 ($),70272,Toronto,78373,5350400.17,-10.34%,lower,10.34%
6,537000107,2016,0,5370001.07,,,1.07,2.7,5.9,742,Median total income of households in 2015 ($),70272,Hamilton,75464,5370001.07,-6.88%,lower,6.88%
1117,535080410,2016,0,,5350804.1,2,804.1,3,4.7,742,Median total income of households in 2015 ($),70302,Toronto,78373,5350804.10,-10.30%,lower,10.30%
521,535037401,2016,0,,5350374.01,2,374.01,2.2,1.5,742,Median total income of households in 2015 ($),70336,Toronto,78373,5350374.01,-10.25%,lower,10.25%
80,539031102,2016,0,5390311.02,,2,311.02,2.6,4.6,742,Median total income of households in 2015 ($),70382,St. Catharines - Niagara,63001,5390311.02,11.72%,higher,11.72%
924,535056100,2016,0,,5350561,2,561,3,5.1,742,Median total income of households in 2015 ($),70505,Toronto,78373,5350561.00,-10.04%,lower,10.04%
518,535037100,2016,0,,5350371,2,371,5.5,3.4,742,Median total income of households in 2015 ($),70542,Toronto,78373,5350371.00,-9.99%,lower,9.99%
87,535007000,2016,100,,5350070,2,70,6.8,4,742,Median total income of households in 2015 ($),70571,Toronto,78373,5350070.00,-9.95%,lower,9.95%
110,537008404,2016,0,5370084.04,,,84.04,3.5,2.5,742,Median total income of households in 2015 ($),70656,Hamilton,75464,5370084.04,-6.37%,lower,6.37%
82,539031104,2016,0,5390311.04,,2,311.04,2.8,4.8,742,Median total income of households in 2015 ($),70720,St. Catharines - Niagara,63001,5390311.04,12.25%,higher,12.25%
28,539001802,2016,0,5390018.02,,2,18.02,5.7,5.5,742,Median total income of households in 2015 ($),70766,St. Catharines - Niagara,63001,5390018.02,12.33%,higher,12.33%
546,535037706,2016,0,,5350377.06,2,377.06,1.3,0.8,742,Median total income of households in 2015 ($),70784,Toronto,78373,5350377.06,-9.68%,lower,9.68%
